"GEO_ID","NAME","B05012_001E","B05012_001M","B05012_001MA","B05012_001EA","B05012_002E","B05012_002M","B05012_002MA","B05012_002EA","B05012_003E","B05012_003M","B05012_003MA","B05012_003EA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!Native","Margin of Error!!Total!!Native","Annotation of Margin of Error!!Total!!Native","Annotation of Estimate!!Total!!Native","Estimate!!Total!!Foreign-Born","Margin of Error!!Total!!Foreign-Born","Annotation of Margin of Error!!Total!!Foreign-Born","Annotation of Estimate!!Total!!Foreign-Born",
"0500000US18031","Decatur County, Indiana","26480","*****","*****","null","26040","105","null","null","440","105","null","null",
"0500000US18033","DeKalb County, Indiana","42524","*****","*****","null","41940","168","null","null","584","168","null","null",
"0500000US18035","Delaware County, Indiana","115938","*****","*****","null","113369","418","null","null","2569","418","null","null",
"0500000US18037","Dubois County, Indiana","42379","*****","*****","null","40545","387","null","null","1834","387","null","null",
"0500000US18039","Elkhart County, Indiana","202924","*****","*****","null","186688","1011","null","null","16236","1011","null","null",
"0500000US18041","Fayette County, Indiana","23426","*****","*****","null","23297","65","null","null","129","65","null","null",
"0500000US18043","Floyd County, Indiana","76481","*****","*****","null","74773","302","null","null","1708","302","null","null",
"0500000US18045","Fountain County, Indiana","16620","*****","*****","null","16449","86","null","null","171","86","null","null",
"0500000US18047","Franklin County, Indiana","22835","*****","*****","null","22678","102","null","null","157","102","null","null",
"0500000US18049","Fulton County, Indiana","20296","*****","*****","null","19725","100","null","null","571","100","null","null",
"0500000US18051","Gibson County, Indiana","33596","*****","*****","null","33106","207","null","null","490","207","null","null",
"0500000US18053","Grant County, Indiana","67615","*****","*****","null","66588","265","null","null","1027","265","null","null",
"0500000US18055","Greene County, Indiana","32431","*****","*****","null","32271","66","null","null","160","66","null","null",
"0500000US18057","Hamilton County, Indiana","309687","*****","*****","null","286267","1016","null","null","23420","1016","null","null",
"0500000US18059","Hancock County, Indiana","72776","*****","*****","null","71271","302","null","null","1505","302","null","null",
"0500000US18061","Harrison County, Indiana","39450","*****","*****","null","39049","122","null","null","401","122","null","null",
"0500000US18063","Hendricks County, Indiana","158170","*****","*****","null","150591","798","null","null","7579","798","null","null",
"0500000US18065","Henry County, Indiana","48649","*****","*****","null","48306","92","null","null","343","92","null","null",
"0500000US18067","Howard County, Indiana","82457","*****","*****","null","80789","285","null","null","1668","285","null","null",
"0500000US18069","Huntington County, Indiana","36520","*****","*****","null","35984","104","null","null","536","104","null","null",
"0500000US18071","Jackson County, Indiana","43779","*****","*****","null","41606","228","null","null","2173","228","null","null",
"0500000US18073","Jasper County, Indiana","33448","*****","*****","null","32570","188","null","null","878","188","null","null",
"0500000US18075","Jay County, Indiana","21107","*****","*****","null","20751","153","null","null","356","153","null","null",
"0500000US18077","Jefferson County, Indiana","32293","*****","*****","null","31942","88","null","null","351","88","null","null",
"0500000US18079","Jennings County, Indiana","27840","*****","*****","null","27471","149","null","null","369","149","null","null",
"0500000US18081","Johnson County, Indiana","149359","*****","*****","null","142827","622","null","null","6532","622","null","null",
"0500000US18083","Knox County, Indiana","37763","*****","*****","null","37288","121","null","null","475","121","null","null",
"0500000US18085","Kosciusko County, Indiana","78720","*****","*****","null","75501","360","null","null","3219","360","null","null",
"0500000US18087","LaGrange County, Indiana","38720","*****","*****","null","38030","117","null","null","690","117","null","null",
"0500000US18089","Lake County, Indiana","488694","*****","*****","null","455767","1470","null","null","32927","1470","null","null",
"0500000US18091","LaPorte County, Indiana","110839","*****","*****","null","107185","443","null","null","3654","443","null","null",
"0500000US18093","Lawrence County, Indiana","45669","*****","*****","null","44996","180","null","null","673","180","null","null",
"0500000US18095","Madison County, Indiana","129641","*****","*****","null","127169","300","null","null","2472","300","null","null",
"0500000US18097","Marion County, Indiana","939964","*****","*****","null","854015","2317","null","null","85949","2317","null","null",
"0500000US18099","Marshall County, Indiana","46752","*****","*****","null","44783","243","null","null","1969","243","null","null",
"0500000US18101","Martin County, Indiana","10219","*****","*****","null","10172","38","null","null","47","38","null","null",
"0500000US18103","Miami County, Indiana","36035","*****","*****","null","35563","132","null","null","472","132","null","null",
"0500000US18105","Monroe County, Indiana","144436","*****","*****","null","132550","894","null","null","11886","894","null","null",
"0500000US18107","Montgomery County, Indiana","38288","*****","*****","null","37158","274","null","null","1130","274","null","null",
